,Case ID,Activity,Timestamp
1056,1-409309026,Accepted-In Progress,2012/03/13 08:14:51.000
1057,1-409309026,Completed-Closed,2012/03/13 08:16:12.000
1063,1-410929705,Accepted-In Progress,2010/10/19 15:04:28.000
1062,1-410929705,Queued-Awaiting Assignment,2010/10/19 15:20:45.000
1061,1-410929705,Accepted-In Progress,2010/10/19 17:13:27.000
1059,1-410929705,Accepted-Assigned,2010/10/19 17:13:34.000
1058,1-410929705,Accepted-In Progress,2012/01/30 13:01:53.000
1060,1-410929705,Completed-Closed,2012/01/30 13:02:08.000
1064,1-411078092,Accepted-In Progress,2010/10/19 18:24:16.000
1065,1-411078092,Queued-Awaiting Assignment,2010/10/19 18:28:44.000
1066,1-411078092,Accepted-In Progress,2010/10/20 17:19:49.000
1067,1-411078092,Accepted-Assigned,2010/10/20 17:20:10.000
1068,1-411078092,Accepted-In Progress,2012/02/04 11:12:14.000
1069,1-411078092,Completed-Closed,2012/02/04 12:30:55.000
1074,1-413205820,Accepted-In Progress,2010/10/25 13:53:47.000
1075,1-413205820,Accepted-In Progress,2011/10/05 23:07:51.000
1073,1-413205820,Queued-Awaiting Assignment,2011/10/05 23:07:59.000
1070,1-413205820,Accepted-In Progress,2011/10/06 20:05:33.000
1071,1-413205820,Accepted-Assigned,2011/12/06 21:31:33.000
1072,1-413205820,Completed-Closed,2012/01/04 13:52:57.000
1076,1-413276708,Accepted-In Progress,2010/10/25 15:20:49.000
1077,1-413276708,Accepted-Wait,2010/10/25 15:40:53.000
1078,1-413276708,Completed-Closed,2012/05/15 16:27:14.000
1079,1-413665008,Accepted-In Progress,2010/10/26 09:14:34.000
1080,1-413665008,Completed-Closed,2012/05/29 10:24:46.000
1088,1-415000020,Accepted-In Progress,2010/10/29 11:39:08.000
1087,1-415000020,Queued-Awaiting Assignment,2010/10/29 11:44:24.000
1086,1-415000020,Accepted-In Progress,2010/11/01 08:37:07.000
1085,1-415000020,Queued-Awaiting Assignment,2010/11/01 11:00:46.000
1084,1-415000020,Accepted-In Progress,2011/09/08 11:19:39.000
1082,1-415000020,Accepted-Wait,2011/09/08 11:19:45.000
1081,1-415000020,Accepted-In Progress,2012/02/01 14:00:34.000
1083,1-415000020,Completed-Closed,2012/02/01 14:00:54.000
1097,1-415822336,Queued-Awaiting Assignment,2010/11/24 13:41:08.000
1101,1-415822336,Accepted-In Progress,2010/11/24 13:50:59.000
1100,1-415822336,Accepted-Wait,2010/11/24 13:51:02.000
1099,1-415822336,Accepted-In Progress,2010/11/03 08:04:02.000
1098,1-415822336,Accepted-Wait,2010/11/03 09:52:09.000
1096,1-415822336,Queued-Awaiting Assignment,2010/11/24 14:08:53.000
1094,1-415822336,Accepted-In Progress,2010/11/24 14:11:07.000
1095,1-415822336,Accepted-Wait,2010/11/24 14:11:10.000
1093,1-415822336,Accepted-In Progress,2012/02/21 15:15:29.000
1092,1-415822336,Completed-Closed,2012/02/21 15:15:31.000
1091,1-415822336,Queued-Awaiting Assignment,2010/11/25 14:37:13.000
1090,1-415822336,Accepted-In Progress,2010/11/25 14:38:42.000
1089,1-415822336,Accepted-Wait,2010/11/25 14:40:20.000
1102,1-415946366,Accepted-In Progress,2010/11/02 13:25:54.000
1103,1-415946366,Accepted-Assigned,2010/11/02 13:26:39.000
1104,1-415946366,Accepted-In Progress,2012/02/17 15:42:14.000
1105,1-415946366,Completed-Closed,2012/02/17 15:42:16.000
1109,1-416247009,Accepted-In Progress,2010/11/03 11:05:57.000
1108,1-416247009,Accepted-Wait,2011/03/01 14:29:00.000
1107,1-416247009,Accepted-In Progress,2011/09/30 12:08:50.000
1106,1-416247009,Completed-Closed,2012/03/19 12:14:32.000
1127,1-417868043,Queued-Awaiting Assignment,2010/11/11 15:20:54.000
1126,1-417868043,Accepted-Assigned,2010/11/11 15:21:28.000
1125,1-417868043,Accepted-In Progress,2010/11/16 08:54:16.000
1124,1-417868043,Accepted-In Progress,2010/11/08 11:27:05.000
1123,1-417868043,Queued-Awaiting Assignment,2010/11/08 11:30:20.000
1122,1-417868043,Accepted-In Progress,2010/11/08 11:55:05.000
1121,1-417868043,Accepted-Assigned,2010/11/08 11:55:14.000
1120,1-417868043,Accepted-In Progress,2010/11/11 15:18:11.000
1119,1-417868043,Accepted-In Progress,2010/11/11 15:20:41.000
1117,1-417868043,Queued-Awaiting Assignment,2011/02/16 11:45:45.000
1116,1-417868043,Accepted-Assigned,2011/02/16 11:46:16.000
1115,1-417868043,Accepted-In Progress,2011/02/16 11:54:51.000
1114,1-417868043,Accepted-Assigned,2011/02/16 11:55:10.000
1113,1-417868043,Accepted-In Progress,2012/01/30 13:05:37.000
1112,1-417868043,Completed-Closed,2012/01/30 13:06:01.000
1111,1-417868043,Accepted-Wait,2010/11/16 09:00:17.000
1110,1-417868043,Queued-Awaiting Assignment,2011/02/09 11:54:19.000
1118,1-417868043,Accepted-In Progress,2011/02/16 11:45:37.000
1129,1-418122119,Accepted-In Progress,2010/11/09 07:48:53.000
1128,1-418122119,Queued-Awaiting Assignment,2010/11/09 07:51:35.000
1130,1-418122119,Accepted-In Progress,2010/11/09 09:48:16.000
1131,1-418122119,Accepted-Assigned,2010/11/09 09:48:31.000
1132,1-418122119,Accepted-In Progress,2012/02/04 12:31:11.000
1133,1-418122119,Completed-Closed,2012/02/04 12:32:21.000
1137,1-418890453,Accepted-In Progress,2010/11/10 10:48:43.000
1136,1-418890453,Completed-Closed,2010/12/29 10:30:03.000
1138,1-418890453,Accepted-In Progress,2010/12/29 10:37:12.000
1134,1-418890453,Accepted-In Progress,2012/02/21 15:25:02.000
1135,1-418890453,Completed-Closed,2012/02/21 15:25:20.000
1146,1-419236954,Accepted-In Progress,2010/11/11 06:01:36.000
1144,1-419236954,Queued-Awaiting Assignment,2010/11/11 06:04:54.000
1147,1-419236954,Accepted-In Progress,2010/11/11 11:08:22.000
1143,1-419236954,Accepted-Wait,2010/11/11 11:28:52.000
1145,1-419236954,Accepted-In Progress,2010/11/11 11:37:00.000
1141,1-419236954,Accepted-Assigned,2010/11/11 11:37:15.000
1142,1-419236954,Accepted-Assigned,2010/11/11 14:37:07.000
1140,1-419236954,Accepted-In Progress,2012/02/04 12:32:39.000
1139,1-419236954,Completed-Closed,2012/02/04 12:36:16.000
1150,1-419614582,Accepted-In Progress,2010/11/12 08:55:20.000
1148,1-419614582,Accepted-In Progress,2012/01/26 14:13:48.000
1149,1-419614582,Completed-Closed,2012/01/26 14:13:50.000
1151,1-419783741,Accepted-Assigned,2010/11/12 14:05:33.000
1152,1-419783741,Accepted-In Progress,2012/02/01 13:16:41.000
1153,1-419783741,Completed-Closed,2012/02/01 13:17:55.000
1154,1-419783822,Accepted-Assigned,2010/11/12 14:09:24.000
1155,1-419783822,Accepted-In Progress,2012/02/01 13:18:38.000
1156,1-419783822,Completed-Closed,2012/02/01 13:19:29.000
1158,1-422390390,Accepted-In Progress,2010/11/19 15:29:24.000
1157,1-422390390,Accepted-In Progress,2012/03/13 09:57:01.000
1159,1-422390390,Completed-Closed,2012/03/13 09:58:33.000
1165,1-422418092,Accepted-Assigned,2012/02/06 12:48:30.000
1164,1-422418092,Queued-Awaiting Assignment,2010/11/19 18:25:24.000
1163,1-422418092,Accepted-Assigned,2012/02/06 12:47:29.000
1160,1-422418092,Accepted-In Progress,2010/11/19 18:20:40.000
1161,1-422418092,Accepted-In Progress,2012/02/06 12:47:52.000
1166,1-422418092,Accepted-In Progress,2012/03/06 15:07:15.000
1162,1-422418092,Accepted-In Progress,2012/02/06 12:47:02.000
1167,1-422418092,Completed-Closed,2012/03/06 15:07:20.000
1171,1-422877530,Accepted-In Progress,2010/11/22 14:20:07.000
1173,1-422877530,Queued-Awaiting Assignment,2010/11/22 14:23:19.000
1172,1-422877530,Accepted-In Progress,2010/11/22 14:25:19.000
1168,1-422877530,Accepted-Assigned,2010/11/22 14:27:37.000
1170,1-422877530,Accepted-In Progress,2012/02/04 13:13:58.000
1169,1-422877530,Completed-Closed,2012/02/04 13:20:09.000
1174,1-423484126,Accepted-In Progress,2010/11/24 09:02:16.000
1175,1-423484126,Completed-Closed,2012/02/29 11:56:20.000
1176,1-423648343,Accepted-In Progress,2010/11/24 10:01:08.000
1177,1-423648343,Queued-Awaiting Assignment,2010/11/24 10:14:44.000
1178,1-423648343,Accepted-In Progress,2010/11/24 12:45:45.000
1179,1-423648343,Accepted-Assigned,2010/11/24 12:47:40.000
1180,1-423648343,Accepted-In Progress,2012/01/04 16:51:02.000
1181,1-423648343,Completed-Closed,2012/01/04 16:51:12.000
1182,1-423724447,Accepted-In Progress,2010/11/24 11:46:46.000
1183,1-423724447,Completed-Closed,2012/01/16 15:16:01.000
1200,1-423751353,Accepted-In Progress,2011/04/18 15:00:15.000
1198,1-423751353,Accepted-In Progress,2011/04/18 17:04:51.000
1201,1-423751353,Accepted-In Progress,2010/11/24 12:31:32.000
1199,1-423751353,Queued-Awaiting Assignment,2011/04/11 18:26:27.000
1203,1-423751353,Queued-Awaiting Assignment,2011/05/06 06:45:59.000
1204,1-423751353,Queued-Awaiting Assignment,2010/11/24 12:34:29.000
1205,1-423751353,Accepted-In Progress,2010/11/24 12:38:49.000
1197,1-423751353,Queued-Awaiting Assignment,2011/04/18 15:01:38.000
1202,1-423751353,Accepted-Assigned,2011/04/11 18:26:46.000
1195,1-423751353,Accepted-Assigned,2011/04/18 17:04:58.000
1196,1-423751353,Accepted-Assigned,2010/11/24 12:42:34.000
1193,1-423751353,Accepted-In Progress,2011/05/06 06:46:29.000
1192,1-423751353,Accepted-Assigned,2011/05/09 08:21:40.000
1191,1-423751353,Accepted-In Progress,2011/05/06 06:48:03.000
1190,1-423751353,Accepted-In Progress,2011/06/16 12:10:47.000
1189,1-423751353,Accepted-Assigned,2011/06/16 12:10:56.000
1188,1-423751353,Completed-Closed,2012/02/04 13:26:48.000
1187,1-423751353,Accepted-In Progress,2011/06/13 15:29:37.000
1186,1-423751353,Accepted-In Progress,2012/02/04 13:24:08.000
1185,1-423751353,Accepted-In Progress,2011/05/06 06:47:45.000
1184,1-423751353,Accepted-Assigned,2011/05/06 06:50:21.000
1194,1-423751353,Queued-Awaiting Assignment,2011/06/13 15:49:48.000
1211,1-424022692,Accepted-In Progress,2010/11/25 05:58:54.000
1210,1-424022692,Queued-Awaiting Assignment,2010/11/25 06:03:30.000
1209,1-424022692,Accepted-In Progress,2010/11/25 07:53:36.000
1207,1-424022692,Accepted-Assigned,2010/11/25 08:05:55.000
1206,1-424022692,Accepted-In Progress,2012/02/02 22:09:52.000
1208,1-424022692,Completed-Closed,2012/02/02 22:10:35.000
1212,1-424065923,Accepted-In Progress,2010/11/25 09:31:24.000
1213,1-424065923,Queued-Awaiting Assignment,2010/11/25 09:34:52.000
1214,1-424065923,Accepted-In Progress,2010/11/25 09:45:05.000
1215,1-424065923,Accepted-Assigned,2010/11/25 09:45:12.000
1216,1-424065923,Accepted-In Progress,2012/02/04 13:27:30.000
1217,1-424065923,Completed-Closed,2012/02/04 13:41:46.000
1218,1-424243405,Accepted-In Progress,2010/11/25 11:34:35.000
1219,1-424243405,Accepted-Wait,2011/05/04 08:24:58.000
1220,1-424243405,Completed-Closed,2012/02/14 21:05:03.000
1226,1-424668301,Accepted-In Progress,2010/11/26 12:08:13.000
1225,1-424668301,Queued-Awaiting Assignment,2010/11/26 12:11:36.000
1224,1-424668301,Accepted-In Progress,2010/11/26 17:17:37.000
1222,1-424668301,Accepted-Assigned,2010/11/26 17:19:49.000
1221,1-424668301,Accepted-In Progress,2012/02/06 15:40:33.000
1223,1-424668301,Completed-Closed,2012/02/06 15:55:15.000
1227,1-426876102,Accepted-In Progress,2010/12/03 12:08:38.000
1228,1-426876102,Queued-Awaiting Assignment,2010/12/03 12:14:56.000
1229,1-426876102,Accepted-In Progress,2010/12/03 13:43:00.000
1230,1-426876102,Accepted-Assigned,2010/12/03 13:45:20.000
1231,1-426876102,Accepted-In Progress,2012/01/30 13:03:34.000
1232,1-426876102,Completed-Closed,2012/01/30 13:04:09.000
1238,1-426969419,Accepted-In Progress,2010/12/03 13:40:54.000
1236,1-426969419,Queued-Awaiting Assignment,2010/12/03 13:37:26.000
1237,1-426969419,Accepted-In Progress,2010/12/03 13:29:18.000
1234,1-426969419,Accepted-Assigned,2010/12/03 13:42:46.000
1233,1-426969419,Completed-Closed,2012/02/06 15:57:04.000
1235,1-426969419,Accepted-In Progress,2012/02/06 15:55:32.000
1239,1-427498853,Accepted-In Progress,2010/12/06 14:34:32.000
1240,1-427498853,Queued-Awaiting Assignment,2010/12/06 14:45:25.000
1241,1-427498853,Accepted-In Progress,2010/12/14 11:26:54.000
1242,1-427498853,Accepted-Assigned,2010/12/14 11:26:59.000
1243,1-427498853,Accepted-Assigned,2012/01/30 12:47:32.000
1244,1-427498853,Accepted-In Progress,2012/01/30 12:47:33.000
1245,1-427498853,Completed-Closed,2012/01/30 12:50:23.000
1246,1-427614010,Accepted-In Progress,2010/12/06 19:10:24.000
1247,1-427614010,Completed-Closed,2012/03/19 14:29:13.000
1251,1-427955007,Accepted-In Progress,2010/12/07 14:24:36.000
1252,1-427955007,Accepted-Wait,2011/01/18 10:59:26.000
1249,1-427955007,Accepted-In Progress,2011/01/26 07:48:18.000
1248,1-427955007,Accepted-Wait,2011/04/28 08:46:03.000
1250,1-427955007,Completed-Closed,2012/01/26 10:47:59.000
1253,1-428252132,Accepted-In Progress,2010/12/08 10:23:06.000
1254,1-428252132,Queued-Awaiting Assignment,2010/12/08 10:58:04.000
1255,1-428252132,Accepted-In Progress,2011/09/08 11:18:39.000
1256,1-428252132,Accepted-Wait,2011/09/08 11:19:27.000
1257,1-428252132,Completed-Closed,2012/02/01 14:02:04.000
1262,1-428421057,Accepted-In Progress,2010/12/08 16:24:58.000
1261,1-428421057,Queued-Awaiting Assignment,2010/12/09 08:44:34.000
1263,1-428421057,Accepted-In Progress,2010/12/09 12:10:24.000
1259,1-428421057,Accepted-Assigned,2010/12/09 12:12:29.000
1258,1-428421057,Accepted-In Progress,2012/02/06 16:03:20.000
1260,1-428421057,Completed-Closed,2012/02/06 16:06:11.000
1264,1-429498598,Accepted-In Progress,2010/12/13 08:41:40.000
1265,1-429498598,Accepted-In Progress,2011/08/26 13:58:26.000
1266,1-429498598,Accepted-Assigned,2012/01/30 13:41:27.000
1267,1-429498598,Accepted-Wait,2012/02/01 08:57:23.000
1268,1-429498598,Completed-Closed,2012/02/01 10:47:23.000
1278,1-429979181,Accepted-In Progress,2010/12/14 10:22:05.000
1283,1-429979181,Accepted-Assigned,2011/04/11 12:25:47.000
1282,1-429979181,Accepted-In Progress,2010/12/14 11:23:22.000
1281,1-429979181,Queued-Awaiting Assignment,2011/04/11 11:54:44.000
1280,1-429979181,Queued-Awaiting Assignment,2011/04/07 12:49:36.000
1279,1-429979181,Accepted-Assigned,2011/04/11 09:42:33.000
1277,1-429979181,Accepted-Wait,2011/04/07 13:17:37.000
1274,1-429979181,Completed-Closed,2012/02/06 16:07:49.000
1275,1-429979181,Accepted-In Progress,2011/04/11 09:52:14.000
1273,1-429979181,Accepted-Wait,2011/04/11 09:55:03.000
1272,1-429979181,Accepted-Assigned,2011/04/07 12:53:08.000
1271,1-429979181,Accepted-In Progress,2011/04/11 12:25:36.000
1270,1-429979181,Accepted-Assigned,2010/12/14 11:23:27.000
1269,1-429979181,Accepted-In Progress,2012/02/06 16:06:34.000
1276,1-429979181,Queued-Awaiting Assignment,2010/12/14 10:30:06.000
1291,1-430150814,Accepted-In Progress,2010/12/14 14:35:45.000
1290,1-430150814,Accepted-In Progress,2010/12/14 14:39:07.000
1289,1-430150814,Accepted-Assigned,2011/12/07 14:15:22.000
1288,1-430150814,Accepted-In Progress,2011/12/07 14:17:11.000
1287,1-430150814,Accepted-Wait,2011/12/07 14:18:05.000
1285,1-430150814,Accepted-Assigned,2012/02/29 13:06:02.000
1284,1-430150814,Accepted-Wait,2012/03/30 14:23:27.000
1286,1-430150814,Completed-Closed,2012/04/20 17:01:22.000
1292,1-430793848,Accepted-In Progress,2010/12/16 09:28:03.000
1293,1-430793848,Completed-Closed,2012/01/24 14:01:49.000
1296,1-430836105,Accepted-In Progress,2010/12/16 11:11:54.000
1294,1-430836105,Accepted-Wait,2010/12/16 11:12:33.000
1295,1-430836105,Completed-Closed,2012/01/06 10:27:49.000
1298,1-430880486,Accepted-In Progress,2010/12/16 11:55:48.000
1299,1-430880486,Accepted-Wait,2011/03/21 17:11:52.000
1297,1-430880486,Completed-Closed,2012/02/29 14:38:04.000
1300,1-431797119,Accepted-In Progress,2010/12/20 13:58:13.000
1301,1-431797119,Queued-Awaiting Assignment,2010/12/20 14:01:14.000
1302,1-431797119,Accepted-In Progress,2010/12/21 16:01:57.000
1303,1-431797119,Accepted-Assigned,2010/12/21 16:02:11.000
1304,1-431797119,Accepted-In Progress,2012/01/30 13:59:16.000
1305,1-431797119,Completed-Closed,2012/01/30 14:07:31.000
1308,1-432419251,Accepted-In Progress,2010/12/21 17:08:01.000
1306,1-432419251,Queued-Awaiting Assignment,2010/12/21 17:22:42.000
1307,1-432419251,Accepted-In Progress,2010/12/23 11:20:20.000
1309,1-432419251,Accepted-Assigned,2010/12/23 11:22:21.000
1310,1-432419251,Accepted-Assigned,2010/12/23 11:22:22.000
1311,1-432419251,Accepted-In Progress,2012/01/30 12:55:06.000
1312,1-432419251,Completed-Closed,2012/01/30 12:56:15.000
1316,1-432687815,Accepted-In Progress,2010/12/22 13:09:10.000
1315,1-432687815,Accepted-Assigned,2010/12/22 13:16:21.000
1314,1-432687815,Accepted-In Progress,2011/08/31 11:03:38.000
1313,1-432687815,Completed-Closed,2012/04/02 10:35:12.000
1322,1-433161361,Accepted-In Progress,2010/12/23 13:55:48.000
1320,1-433161361,Queued-Awaiting Assignment,2010/12/23 13:26:08.000
1321,1-433161361,Accepted-In Progress,2010/12/23 13:22:24.000
1318,1-433161361,Accepted-Assigned,2010/12/23 13:57:02.000
1317,1-433161361,Completed-Closed,2012/01/30 15:58:36.000
1319,1-433161361,Accepted-In Progress,2012/01/30 15:58:34.000
1337,1-433309965,Accepted-In Progress,2010/12/24 07:04:53.000
1332,1-433309965,Accepted-In Progress,2010/12/24 10:15:14.000
1336,1-433309965,Accepted-Assigned,2010/12/24 10:15:22.000
1335,1-433309965,Queued-Awaiting Assignment,2011/04/07 12:38:51.000
1334,1-433309965,Queued-Awaiting Assignment,2010/12/24 07:09:51.000
1333,1-433309965,Queued-Awaiting Assignment,2010/12/24 07:09:52.000
1331,1-433309965,Accepted-Assigned,2011/04/07 12:39:17.000
1323,1-433309965,Accepted-In Progress,2011/04/07 13:07:06.000
1329,1-433309965,Accepted-Wait,2011/04/07 13:08:47.000
1328,1-433309965,Accepted-Assigned,2011/04/08 15:28:35.000
1327,1-433309965,Accepted-In Progress,2012/02/02 22:15:47.000
1326,1-433309965,Accepted-In Progress,2011/04/07 17:03:00.000
1325,1-433309965,Queued-Awaiting Assignment,2011/04/07 17:06:20.000
1324,1-433309965,Accepted-In Progress,2011/04/08 15:26:24.000
1330,1-433309965,Completed-Closed,2012/02/02 22:19:29.000
1343,1-433710534,Queued-Awaiting Assignment,2010/12/28 02:59:29.000
1338,1-433710534,Queued-Awaiting Assignment,2011/02/03 10:30:57.000
1339,1-433710534,Accepted-Assigned,2011/03/11 00:58:59.000
1340,1-433710534,Queued-Awaiting Assignment,2011/06/24 03:20:44.000
1341,1-433710534,Accepted-In Progress,2011/06/24 05:49:18.000
1342,1-433710534,Completed-Closed,2012/02/01 12:28:56.000
1351,1-433910332,Accepted-In Progress,2010/12/28 14:28:04.000
1350,1-433910332,Accepted-In Progress,2011/01/28 16:48:20.000
1353,1-433910332,Accepted-Wait,2011/01/03 08:41:42.000
1354,1-433910332,Accepted-Wait,2010/12/28 14:28:11.000
1349,1-433910332,Accepted-Wait,2011/03/31 10:34:29.000
1352,1-433910332,Accepted-In Progress,2011/04/06 13:16:21.000
1347,1-433910332,Completed-Closed,2012/05/17 12:45:59.000
1344,1-433910332,Accepted-Assigned,2011/08/15 15:28:38.000
1348,1-433910332,Accepted-In Progress,2011/09/09 12:59:20.000
1346,1-433910332,Accepted-In Progress,2012/05/17 12:45:05.000
1345,1-433910332,Accepted-Assigned,2011/06/29 16:04:50.000
1355,1-434419581,Accepted-In Progress,2010/12/30 10:45:20.000
1356,1-434419581,Queued-Awaiting Assignment,2010/12/30 10:56:11.000
1357,1-434419581,Accepted-In Progress,2010/12/30 11:03:45.000
1358,1-434419581,Accepted-Assigned,2010/12/30 11:06:23.000
1359,1-434419581,Accepted-In Progress,2012/02/06 16:07:59.000
1360,1-434419581,Completed-Closed,2012/02/06 16:12:29.000
1366,1-434892089,Accepted-In Progress,2011/01/03 12:13:54.000
1365,1-434892089,Accepted-Wait,2011/01/03 12:18:45.000
1364,1-434892089,Accepted-In Progress,2011/06/27 12:32:42.000
1361,1-434892089,Accepted-Wait,2011/06/27 12:32:59.000
1363,1-434892089,Accepted-Wait,2011/06/27 12:34:53.000
1362,1-434892089,Completed-Closed,2012/01/12 13:31:37.000
1367,1-435824991,Accepted-In Progress,2011/01/05 22:06:32.000
1368,1-435824991,Queued-Awaiting Assignment,2011/01/05 22:21:19.000
1369,1-435824991,Accepted-In Progress,2011/01/06 10:17:16.000
1370,1-435824991,Accepted-Assigned,2011/01/06 10:20:30.000
1371,1-435824991,Accepted-In Progress,2012/02/06 16:12:42.000
1372,1-435824991,Completed-Closed,2012/02/06 16:17:25.000
1376,1-435825107,Accepted-In Progress,2011/01/06 10:24:26.000
1378,1-435825107,Queued-Awaiting Assignment,2011/01/05 22:25:49.000
1377,1-435825107,Accepted-In Progress,2011/01/05 22:24:55.000
1375,1-435825107,Accepted-In Progress,2012/02/06 16:19:29.000
1373,1-435825107,Accepted-Assigned,2011/01/06 10:24:39.000
1374,1-435825107,Completed-Closed,2012/02/06 16:22:02.000
1379,1-437141508,Accepted-In Progress,2011/01/10 19:01:33.000
1380,1-437141508,Completed-Closed,2012/05/22 18:06:56.000
1381,1-438526021,Accepted-In Progress,2011/01/12 16:59:25.000
1382,1-438526021,Accepted-Wait,2011/05/04 08:20:36.000
1383,1-438526021,Completed-Closed,2012/01/09 10:16:26.000
1384,1-438897551,Accepted-In Progress,2011/01/13 10:01:34.000
1385,1-438897551,Completed-Closed,2012/01/10 12:24:45.000
1387,1-439833168,Accepted-In Progress,2011/01/14 13:10:28.000
1388,1-439833168,Accepted-Wait,2011/01/14 14:54:33.000
1386,1-439833168,Completed-Closed,2012/02/29 15:27:57.000
1389,1-439863114,Accepted-In Progress,2011/01/14 13:39:54.000
1390,1-439863114,Accepted-Wait,2011/05/04 08:27:15.000
1391,1-439863114,Completed-Closed,2012/01/09 10:30:57.000
1392,1-440576028,Accepted-In Progress,2011/01/17 11:12:41.000
1393,1-440576028,Completed-Closed,2012/01/06 17:48:18.000
1394,1-441507371,Accepted-In Progress,2011/01/18 10:35:34.000
1395,1-441507371,Queued-Awaiting Assignment,2011/01/18 10:46:33.000
1396,1-441507371,Accepted-In Progress,2012/02/01 12:02:01.000
1397,1-441507371,Completed-Closed,2012/03/01 10:35:17.000
1404,1-442885842,Accepted-In Progress,2012/04/11 16:42:15.000
1403,1-442885842,Queued-Awaiting Assignment,2011/01/27 16:38:51.000
1401,1-442885842,Completed-Closed,2012/04/11 16:42:43.000
1402,1-442885842,Accepted-In Progress,2011/01/21 14:02:48.000
1399,1-442885842,Accepted-In Progress,2011/01/25 10:37:56.000
1398,1-442885842,Queued-Awaiting Assignment,2011/01/20 15:54:48.000
1400,1-442885842,Accepted-In Progress,2011/01/20 11:53:13.000
1405,1-443175071,Accepted-In Progress,2011/01/20 17:18:05.000
1406,1-443175071,Accepted-Wait,2011/03/21 17:30:18.000
1407,1-443175071,Completed-Closed,2012/03/19 08:18:42.000
1408,1-443637654,Accepted-In Progress,2011/01/21 11:44:13.000
1409,1-443637654,Queued-Awaiting Assignment,2011/01/21 11:49:53.000
1410,1-443637654,Accepted-In Progress,2011/01/21 12:00:03.000
1411,1-443637654,Accepted-Assigned,2011/01/21 12:03:23.000
1412,1-443637654,Accepted-In Progress,2012/02/03 17:52:12.000
1413,1-443637654,Completed-Closed,2012/02/03 18:54:14.000
1416,1-448698916,Accepted-In Progress,2011/01/24 10:44:16.000
1414,1-448698916,Accepted-Wait,2011/12/16 10:31:22.000
1415,1-448698916,Completed-Closed,2012/03/30 13:22:49.000
1425,1-454389870,Completed-Closed,2011/06/30 11:05:10.000
1417,1-454389870,Accepted-In Progress,2011/12/07 15:57:44.000
1418,1-454389870,Accepted-Assigned,2011/12/07 15:59:59.000
1419,1-454389870,Accepted-In Progress,2011/12/08 09:23:44.000
1420,1-454389870,Accepted-Wait,2012/01/03 15:24:34.000
1421,1-454389870,Completed-Closed,2012/05/07 12:24:46.000
1422,1-454389870,Accepted-In Progress,2011/01/26 10:09:40.000
1423,1-454389870,Accepted-Assigned,2011/05/03 09:37:30.000
1424,1-454389870,Accepted-In Progress,2011/06/30 11:05:09.000
1427,1-457173714,Accepted-In Progress,2011/01/27 09:36:28.000
1428,1-457173714,Accepted-Wait,2011/12/16 10:31:05.000
1426,1-457173714,Completed-Closed,2012/05/28 10:34:01.000
1429,1-467257506,Accepted-In Progress,2011/01/31 11:53:06.000
1430,1-467257506,Accepted-Wait,2011/01/31 11:56:41.000
1431,1-467257506,Queued-Awaiting Assignment,2011/01/31 12:44:27.000
1432,1-467257506,Accepted-In Progress,2011/01/31 12:50:48.000
1433,1-467257506,Accepted-Assigned,2011/01/31 12:54:11.000
1434,1-467257506,Accepted-In Progress,2012/02/02 22:12:41.000
1435,1-467257506,Completed-Closed,2012/02/02 22:15:00.000
1441,1-470328307,Accepted-In Progress,2011/02/01 12:17:44.000
1440,1-470328307,Queued-Awaiting Assignment,2011/02/01 12:21:09.000
1439,1-470328307,Accepted-In Progress,2011/02/01 12:31:33.000
1438,1-470328307,Accepted-Assigned,2011/02/01 12:33:47.000
1437,1-470328307,Accepted-In Progress,2012/02/06 16:26:06.000
1436,1-470328307,Completed-Closed,2012/02/06 16:33:44.000
1442,1-470714850,Accepted-In Progress,2011/02/02 05:11:29.000
1443,1-470714850,Queued-Awaiting Assignment,2011/02/02 05:16:19.000
1444,1-470714850,Accepted-In Progress,2011/02/02 11:17:33.000
1445,1-470714850,Accepted-Assigned,2011/02/02 11:20:56.000
1446,1-470714850,Accepted-In Progress,2012/02/06 16:17:39.000
1447,1-470714850,Completed-Closed,2012/02/06 16:19:18.000
1458,1-473084325,Accepted-In Progress,2011/02/04 13:27:55.000
1459,1-473084325,Accepted-In Progress,2011/02/04 13:27:44.000
1463,1-473084325,Queued-Awaiting Assignment,2011/02/03 10:33:47.000
1461,1-473084325,Queued-Awaiting Assignment,2011/02/02 12:55:48.000
1462,1-473084325,Accepted-In Progress,2011/02/02 09:17:45.000
1460,1-473084325,Accepted-Wait,2011/02/04 13:34:33.000
1456,1-473084325,Queued-Awaiting Assignment,2011/09/13 17:53:00.000
1457,1-473084325,Accepted-In Progress,2011/09/15 10:13:21.000
1454,1-473084325,Queued-Awaiting Assignment,2011/09/15 10:16:36.000
1453,1-473084325,Queued-Awaiting Assignment,2011/09/16 12:27:06.000
1452,1-473084325,Accepted-Wait,2012/02/06 12:32:58.000
1451,1-473084325,Accepted-In Progress,2012/02/06 10:26:00.000
1450,1-473084325,Queued-Awaiting Assignment,2012/02/02 16:48:22.000
1449,1-473084325,Accepted-Assigned,2011/11/28 13:20:25.000
1448,1-473084325,Accepted-Assigned,2011/11/23 17:44:01.000
1455,1-473084325,Completed-Closed,2012/03/14 13:52:06.000
1481,1-475885658,Queued-Awaiting Assignment,2012/02/21 12:48:45.000
